,tablename,join,predicate,estimate,actual
733,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[be],t.production_year,>,1950",532.864,49.364
734,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.212,172.104
735,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,character-name-in-title,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.252
736,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,39.804
737,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
738,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.812
739,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",526.412,15.504
740,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",539.988,39.804
741,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[dk]",526.412,56.728
742,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
743,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[dk]",526.412,39.804
744,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
745,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
746,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,character-name-in-title,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
747,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,57.488
748,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,39.804
749,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",524.208,56.844
750,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ee]",526.412,56.844
751,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ca],t.production_year,>,1950",524.208,56.844
752,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ru]",532.864,49.364
753,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",526.412,15.504
754,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
755,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ca],t.production_year,>,1950",526.412,57.488
756,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ie],t.production_year,>,1950",526.412,57.488
757,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,soap,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.26
758,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[il],t.production_year,>,1950",524.208,57.488
759,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[au],t.production_year,>,1950",526.412,57.488
760,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[fi],t.production_year,>,1950",532.864,65.6
761,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[br],t.production_year,>,1950",526.412,57.488
762,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nz],t.production_year,>,1950",526.412,57.488
763,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[il],t.production_year,>,1950",524.208,57.488
764,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",526.412,57.488
765,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[my]",524.208,57.488
766,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ng]",524.208,57.488
767,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ph],t.production_year,>,1950",526.412,57.488
768,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,one-word-title,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.344
769,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[sg]",526.412,71.38
770,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[tr],t.production_year,>,1950",524.208,57.488
771,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[lk]",524.208,57.488
772,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[it]",526.46,77.104
773,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,57.488
774,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[id]",526.412,71.376
775,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.212,172.104
776,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.164,71.52
777,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[kr]",526.412,71.376
778,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[id]",526.46,93.488
779,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],k.keyword,=,number-in-title,ct.kind,=,distributors",171.5,155.412
780,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,one-word-title,cn.country_code,=,[us],ct.kind,=,distributors",251.256,251.248
781,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[vn]",526.412,71.376
